Ref,Val,Package,PosX,PosY,Rot,Side
"C2","100nF 0805","C_0603_1608Metric",105.750000,-64.000000,-45.000000,bottom
"C3","100nF 0805","C_0603_1608Metric",100.500000,-71.750000,-90.000000,bottom
"C4","100nF 0805","C_0603_1608Metric",118.750000,-62.975000,-90.000000,bottom
"C5","1uF 0805 10v","C_0603_1608Metric",123.250000,-59.500000,90.000000,bottom
"C6","1uF 0805 10v","C_0603_1608Metric",116.750000,-60.298008,90.000000,bottom
"C7","1uF 0805 10v","C_0603_1608Metric",101.250000,-59.750000,90.000000,bottom
"C8","1uF 0805 10v","C_0603_1608Metric",107.000000,-61.000000,90.000000,bottom
"C9","100nF 0805","C_0603_1608Metric",115.500000,-58.000000,180.000000,bottom
"C10","100nF 0805","C_0603_1608Metric",120.500000,-57.250000,90.000000,bottom
"C11","100nF 0805","C_0603_1608Metric",108.500000,-58.500000,0.000000,bottom
"C12","100nF 0805","C_0603_1608Metric",104.000000,-57.275000,90.000000,bottom
"C13","10uF 0805","C_0603_1608Metric",109.000000,-100.750000,90.000000,bottom
"C16","100nF 0805","C_0603_1608Metric",110.000000,-96.575000,0.000000,bottom
"C17","100nF 0805","C_0603_1608Metric",113.250000,-94.500000,-90.000000,bottom
"C18","100nF 0805","C_0603_1608Metric",116.100000,-96.300000,180.000000,bottom
"C19","100nF 0805","C_0603_1608Metric",112.750000,-100.500000,90.000000,bottom
"C20","10uF 0805","C_0603_1608Metric",116.250000,-91.825000,45.000000,bottom
"C21","10uF 0805","C_0603_1608Metric",117.500000,-93.100000,45.000000,bottom
"C22","100nF 0805","C_0603_1608Metric",116.100000,-97.800000,180.000000,bottom
"C23","100nF 0805","C_0603_1608Metric",111.750000,-94.000000,-90.000000,bottom
"C24","100nF 0805","C_0603_1608Metric",110.750000,-100.750000,90.000000,bottom
"C25","100nF 0805","C_0603_1608Metric",115.000000,-101.000000,90.000000,bottom
"C26","100nF 0805","C_0603_1608Metric",91.750000,-83.250000,90.000000,bottom
"C27","100nF 0805","C_0603_1608Metric",82.750000,-85.750000,-90.000000,bottom
"C28","10uF 0805","C_0603_1608Metric",85.250000,-83.750000,0.000000,bottom
"C29","10uF 0805","C_0603_1608Metric",109.500000,-95.075000,0.000000,bottom
"C31","100nF 0805","C_0603_1608Metric",82.600000,-106.800000,90.000000,bottom
"C32","100nF 0805","C_0603_1608Metric",82.500000,-103.700000,-135.000000,bottom
"C33","100nF 0805","C_0603_1608Metric",94.200000,-103.723008,-45.000000,bottom
"C34","100nF 0805","C_0603_1608Metric",94.450000,-106.800000,90.000000,bottom
"C35","22pF 0805","C_0603_1608Metric",79.400000,-103.900000,180.000000,bottom
"C36","22pF 0805","C_0603_1608Metric",84.000000,-99.575000,0.000000,bottom
"C37","22pF 0805","C_0603_1608Metric",93.000000,-99.575000,180.000000,bottom
"C38","22pF 0805","C_0603_1608Metric",97.525000,-104.875000,0.000000,bottom
"C39","100nF 0805","C_0603_1608Metric",78.500000,-110.900000,-90.000000,bottom
"C40","100nF 0805","C_0603_1608Metric",87.050000,-101.175000,0.000000,bottom
"C41","100nF 0805","C_0603_1608Metric",90.025000,-101.175000,180.000000,bottom
"C42","100nF 0805","C_0603_1608Metric",97.750000,-111.275000,-90.000000,bottom
"C43","100nF 0805","C_0603_1608Metric",80.000000,-109.925000,-90.000000,bottom
"C44","100nF 0805","C_0603_1608Metric",86.625000,-102.675000,0.000000,bottom
"C45","100nF 0805","C_0603_1608Metric",90.400000,-102.675000,180.000000,bottom
"C46","100nF 0805","C_0603_1608Metric",96.250000,-110.250000,-90.000000,bottom
"C47","22nF 0805","C_0603_1608Metric",104.500000,-107.400000,90.000000,bottom
"C48","22nF 0805","C_0603_1608Metric",100.750000,-107.400000,90.000000,bottom
"C57","22pF 0805","C_0603_1608Metric",127.900000,-103.000000,180.000000,bottom
"C60","22pF 0805","C_0603_1608Metric",132.650000,-98.825000,0.000000,bottom
"C61","220nF","C_0603_1608Metric",113.100000,-112.275000,90.000000,bottom
"C63","22pF 0805","C_0603_1608Metric",141.650000,-98.825000,180.000000,bottom
"C66","22pF 0805","C_0603_1608Metric",146.675000,-103.900000,0.000000,bottom
"C67","22nF 0805","C_0603_1608Metric",123.000000,-110.437500,180.000000,bottom
"C68","22nF 0805","C_0603_1608Metric",121.775000,-114.250000,180.000000,bottom
"C69","100nF 0805","C_0603_1608Metric",130.926992,-106.400000,90.000000,bottom
"C72","100nF 0805","C_0603_1608Metric",131.800000,-102.800000,-135.000000,bottom
"C73","100nF 0805","C_0603_1608Metric",142.600000,-102.875000,-45.000000,bottom
"C74","100nF 0805","C_0603_1608Metric",143.475000,-106.100000,90.000000,bottom
"C75","100nF 0805","C_0603_1608Metric",128.000000,-110.500000,-90.000000,bottom
"C76","100nF 0805","C_0603_1608Metric",135.625000,-100.375000,0.000000,bottom
"C77","100nF 0805","C_0603_1608Metric",138.650000,-100.375000,180.000000,bottom
"C78","100nF 0805","C_0603_1608Metric",146.500000,-110.100000,-90.000000,bottom
"C79","100nF 0805","C_0603_1608Metric",129.500000,-109.750000,-90.000000,bottom
"C80","100nF 0805","C_0603_1608Metric",134.900000,-101.875000,0.000000,bottom
"C81","100nF 0805","C_0603_1608Metric",139.475000,-101.875000,180.000000,bottom
"C82","100nF 0805","C_0603_1608Metric",145.000000,-109.500000,-90.000000,bottom
"C87","47uF","C_1210_3225Metric",80.953102,-75.121934,0.000000,bottom
"C88","10uF","C_0805_2012Metric",74.453102,-79.846934,-90.000000,bottom
"C89","100nF","C_0603_1608Metric",72.703102,-79.621934,-90.000000,bottom
"C90","100nF","C_0603_1608Metric",76.750000,-72.621934,180.000000,bottom
"C91","10uF","C_0805_2012Metric",76.453102,-79.846934,-90.000000,bottom
"C92","10uF","C_0805_2012Metric",80.500000,-84.300000,-90.000000,bottom
"C93","22uF","C_0805_2012Metric",80.500000,-88.750000,-90.000000,bottom
"C94","1uF","C_0603_1608Metric",81.603102,-81.621934,0.000000,bottom
